"id","product","cpu","ram","price","typename","inches","screenresolution","memory","gpu","opsys","weight","image","recommended","selected","headset","keyboard","mouse","checkout"
138,"Vostro 5568","Intel Core i7 7500U 2.7GHz",8,75774,"Notebook","15.6","Full HD 1920x1080","1TB HDD","Nvidia GeForce GT 940MX","Windows 10","1.98kg","Vostro.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
111,"Inspiron 5767","Intel Core i7 7500U 2.7GHz",8,68205,"Notebook","17.3","Full HD 1920x1080","1TB HDD","AMD Radeon R7 M445","Linux","2.83kg","Inspiron.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
98,"Latitude 3580","Intel Core i5 7200U 2.5GHz",8,63868,"Notebook","15.6","1366x768","128GB SSD","Intel HD Graphics 620","Windows 10","1.95kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS116 optical",0
103,"Latitude 5580","Intel Core i5 7200U 2.5GHz",4,65051,"Notebook","15.6","1366x768","500GB HDD","Intel HD Graphics 620","Windows 10","1.9kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
129,"Inspiron 7567","Intel Core i7 7700HQ 2.8GHz",8,73251,"Gaming","15.6","Full HD 1920x1080","1TB HDD","Nvidia GeForce GTX 1050Ti","Linux","2.62kg","Inspiron 7567.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
113,"Inspiron 5379","Intel Core i7 8550U 1.8GHz",8,68521,"2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.62kg","Inspiron.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
11,"Inspiron 3567","Intel Core i3 7100U 2.4GHz",6,34615,"Notebook","15.6","Touchscreen 1366x768","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg","Inspiron 3567.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
80,"Inspiron 5567","Intel Core i7 7500U 2.7GHz",8,59058,"Notebook","15.6","1366x768","1TB HDD","AMD Radeon R7 M445","Windows 10","2.36kg","Inspiron 5567.jpg",5,0,"KB216 ","UC300 with Mic","WM126 optical red",0
136,"Latitude 3580","Intel Core i5 7200U 2.5GHz",8,75301,"Notebook","15.6","Full HD 1920x1080","1TB HDD","Intel HD Graphics 620","Windows 10","2.06kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
137,"Latitude 5580","Intel Core i5 7300U 2.6GHz",4,75617,"Notebook","15.6","1366x768","500GB HDD","Intel HD Graphics 620","Windows 10","1.93kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
135,"Inspiron 5370","Intel Core i7 8550U 1.8GHz",8,75301,"Ultrabook","13.3","IPS Panel Full HD 1920x1080","256GB SSD","AMD Radeon 530","Windows 10","1.4kg","Inspiron.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
110,"Inspiron 5567","Intel Core i7 7500U 2.7GHz",16,67732,"Notebook","15.6","Full HD / Touchscreen 1920x1080","1TB HDD","AMD Radeon R7 M445","Windows 10","2.3kg","Inspiron 5567.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
125,"Inspiron 5567","Intel Core i7 7500U 2.7GHz",8,70886,"Notebook","15.6","Full HD 1920x1080","256GB SSD","AMD Radeon R7 M445","Windows 10","2.33kg","Inspiron 5567.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
141,"Inspiron 5770","Intel Core i5 8250U 1.6GHz",8,77194,"Notebook","17.3","IPS Panel Full HD 1920x1080","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.8kg","Inspiron 5770.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
126,"XPS 13","Intel Core i5 7200U 2.5GHz",8,70886,"Ultrabook","13.3","IPS Panel Full HD / Touchscreen 1920x1080","128GB SSD","Intel HD Graphics 620","Windows 10","1.29kg","XPS 13.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
175,"Inspiron 7570","Intel Core i5 8250U 1.6GHz",8,90105,"Notebook","15.6","Full HD 1920x1080","256GB SSD","Nvidia GeForce 940MX","Windows 10","2kg","Inspiron 7570.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
189,"Latitude E7470","Intel Core i5 6300U 2.4GHz",8,96906,"Notebook","14.0","Full HD 1920x1080","256GB SSD","Intel HD Graphics 520","Windows 10","1.56kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
180,"Latitude 5580","Intel Core i5 7300U 2.6GHz",8,92964,"Notebook","15.6","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.9kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
157,"Inspiron 5770","Intel Core i7 8550U 1.8GHz",8,85552,"Notebook","17.3","Full HD 1920x1080","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.8kg","Inspiron 5770.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
165,"Inspiron 7567","Intel Core i7 7700HQ 2.8GHz",8,86656,"Gaming","15.6","Full HD 1920x1080","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.62kg","Inspiron 7567.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
186,"Latitude 5480","Intel Core i5 7440HQ 2.8GHz",8,95014,"Notebook","14.0","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
161,"Latitude 5590","Intel Core i5 8250U 1.6GHz",8,86432,"Ultrabook","15.6","IPS Panel Full HD 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.88kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
144,"Inspiron 7567","Intel Core i5 7300HQ 2.5GHz",8,77667,"Gaming","15.6","Full HD 1920x1080","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.62kg","Inspiron 7567.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
178,"Latitude E5270","Intel Core i3 6100U 2.3GHz",4,92015,"Ultrabook","12.5","1366x768","128GB SSD","Intel HD Graphics 520","Windows 7","1.5kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
168,"Latitude 5480","Intel Core i5 7200U 2.5GHz",8,88233,"Notebook","14.0","Full HD 1920x1080","128GB SSD","Intel HD Graphics 620 ","Windows 10","1.6kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
158,"Inspiron 5770","Intel Core i5 8250U 1.6GHz",8,85552,"Notebook","17.3","Full HD 1920x1080","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.8kg","Inspiron 5770.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
162,"Inspiron 5770","Intel Core i7 8550U 1.8GHz",8,86656,"Notebook","17.3","Full HD 1920x1080","128GB SSD +  1TB HDD","AMD Radeon 530","Linux","2.8kg","Inspiron 5770.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
169,"Latitude 5480","Intel Core i5 7200U 2.5GHz",8,88841,"Notebook","14.0","1366x768","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
172,"Latitude E5270","Intel Core i3 6100U 2.3GHz",4,89506,"Ultrabook","12.5","1366x768","500GB HDD","Intel HD Graphics 520","Windows 7","1.5kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
151,"Latitude E5570","Intel Core i5 6300U 2.4GHz",8,82511,"Notebook","15.6","Full HD 1920x1080","500GB HDD","Intel HD Graphics 520","Windows 10","2.09kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
145,"Inspiron 5567","Intel Core i7 7500U 2.7GHz",16,78060,"Notebook","15.6","Full HD 1920x1080","2TB HDD","AMD Radeon R7 M445","Windows 10","2.32kg","Inspiron 5567.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
153,"Inspiron 5570","Intel Core i7 8550U 1.8GHz",16,82713,"Notebook","15.6","Full HD 1920x1080","256GB SSD +  2TB HDD","AMD Radeon 530","Linux","2.02kg","Inspiron 5570.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
149,"Latitude 5580","Intel Core i5 7300U 2.6GHz",8,79521,"Notebook","15.6","1366x768","500GB HDD","Intel HD Graphics 620","Windows 10","1.9kg","Latitude.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
174,"Inspiron 5570","Intel Core i7 8550U 1.8GHz",8,90078,"Notebook","15.6","Full HD 1920x1080","256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.02kg","Inspiron 5570.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
150,"Vostro 5568","Intel Core i7 7500U 2.7GHz",8,79630,"Notebook","15.6","Full HD 1920x1080","256GB SSD","Nvidia GeForce 940MX","Windows 10","2.18kg","Vostro.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
163,"Latitude 5480","Intel Core i7 7600U 2.8GHz",8,86656,"Ultrabook","14.0","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Linux","1.6kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
166,"XPS 13","Intel Core i5 6300U 2.4GHz",8,86656,"Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","256GB SSD","Intel HD Graphics 520","Linux","1.23kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
171,"Inspiron 5570","Intel Core i7 8550U 1.8GHz",16,89494,"Notebook","15.6","Full HD 1920x1080","256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.2kg","Inspiron 5570.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
156,"Latitude E5570","Intel Core i5 6300U 2.4GHz",8,83813,"Notebook","15.6","Full HD 1920x1080","256GB SSD","Intel HD Graphics 520","Windows 7","2.09kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
148,"Inspiron 7579","Intel Core i5 7200U 2.5GHz",8,78771,"2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","2.191kg","Inspiron.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
107,"Latitude 3380","Intel Core i3 6006U 2GHz",4,66943,"Notebook","13.3","1366x768","500GB HDD","Intel HD Graphics 520","Windows 10","1.65kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
188,"Inspiron 5570","Intel Core i7 8550U 1.8GHz",16,96137,"Notebook","15.6","Full HD 1920x1080","256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.2kg","Inspiron 5570.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
197,"Inspiron 5770","Intel Core i7 8550U 1.8GHz",16,102426,"Notebook","17.3","Full HD 1920x1080","256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.8kg","Inspiron 5770.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
185,"Inspiron 7378","Intel Core i5 7200U 2.5GHz",8,94541,"2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg","Inspiron.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
181,"Inspiron 5578","Intel Core i7 7500U 2.7GHz",16,92964,"2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","512GB SSD","Intel HD Graphics 620","Windows 10","2.09kg","Inspiron.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
147,"Inspiron 7577","Intel Core i5 7300HQ 2.5GHz",8,78771,"Gaming","15.6","Full HD 1920x1080","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.65kg","Inspiron 7577.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
201,"Inspiron 7577","Intel Core i7 7700HQ 2.8GHz",16,106368,"Gaming","15.6","IPS Panel Full HD 1920x1080","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.65kg","Inspiron 7577.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
179,"Latitude 5480","Intel Core i5 7440HQ 2.8GHz",8,92964,"Notebook","14.0","Full HD 1920x1080","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.64kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
219,"Inspiron 7567","Intel Core i7 7700HQ 2.8GHz",16,116619,"Gaming","15.6","Full HD 1920x1080","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg","Inspiron 7567.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
220,"Inspiron 7567","Intel Core i7 7700HQ 2.8GHz",8,118117,"Gaming","15.6","4K Ultra HD 3840x2160","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg","Inspiron 7567.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
221,"Inspiron 7577","Intel Core i7 7700HQ 2.8GHz",16,118196,"Gaming","15.6","IPS Panel Full HD 1920x1080","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.65kg","Inspiron 7577.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
225,"XPS 13","Intel Core i7 8550U 1.8GHz",8,124504,"Ultrabook","13.3","Full HD 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
211,"Latitude E5270","Intel Core i5 6200U 2.3GHz",8,111422,"Ultrabook","12.5","1366x768","256GB SSD","Intel HD Graphics 520","Windows 7","1.5kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
209,"XPS 13","Intel Core i5 8250U 1.6GHz",8,110311,"Ultrabook","13.3","Full HD 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.23kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
230,"Latitude 7480","Intel Core i5 7200U 2.5GHz",8,129235,"Ultrabook","14.0","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.36kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
215,"XPS 13","Intel Core i5 8250U 1.6GHz",8,114324,"Ultrabook","13.3","Full HD 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
216,"XPS 13","Intel Core i7 7500U 2.7GHz",8,114963,"Ultrabook","13.3","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
194,"Latitude 5480","Intel Core i5 7300U 2.6GHz",8,100906,"Notebook","14.0","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.64kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
196,"Latitude 5590","Intel Core i7 8650U 1.9GHz",8,102347,"Ultrabook","15.6","Full HD 1920x1080","256GB SSD +  256GB SSD","Intel UHD Graphics 620","Windows 10","1.88kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
227,"Latitude 5590","Intel Core i7 8650U 1.9GHz",16,126787,"Ultrabook","15.6","Full HD 1920x1080","512GB SSD +  256GB SSD","Intel UHD Graphics 620","Windows 10","1.88kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
207,"XPS 13","Intel Core i7 7560U 2.4GHz",8,108734,"Ultrabook","13.3","Full HD 1920x1080","256GB SSD","Intel Iris Plus Graphics 640","Windows 10","1.23kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
193,"Inspiron 5379","Intel Core i7 8550U 1.8GHz",16,100849,"2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","512GB SSD","Intel UHD Graphics 620","Windows 10","1.62kg","Inspiron.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
222,"XPS 13","Intel Core i5 7200U 2.5GHz",8,118196,"Ultrabook","13.3","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
226,"XPS 13","Intel Core i5 8250U 1.6GHz",8,126081,"Ultrabook","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","128GB SSD","Intel UHD Graphics 620","Windows 10","1.21kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
212,"Latitude 5580","Intel Core i5 7300U 2.6GHz",16,112492,"Notebook","15.6","Full HD 1920x1080","512GB SSD","Intel HD Graphics 620","Windows 10","1.93kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
217,"Latitude 7280","Intel Core i5 7200U 2.5GHz",8,116082,"Ultrabook","12.5","Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics","Windows 10","1.36kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
228,"XPS 13","Intel Core i5 7200U 2.5GHz",8,128052,"Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
229,"XPS 13","Intel Core i5 8250U 1.6GHz",8,128446,"Ultrabook","13.3","IPS Panel Full HD 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.21kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
204,"Latitude 5580","Intel Core i7 7600U 2.8GHz",8,107945,"Notebook","15.6","Full HD 1920x1080","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.93kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
206,"XPS 13","Intel Core i7 7560U 2.4GHz",8,108734,"Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","256GB SSD","Intel Iris Plus Graphics 640","Windows 10","1.23kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
223,"Latitude 5580","Intel Core i7 7600U 2.8GHz",16,121223,"Notebook","15.6","Full HD 1920x1080","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.93kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
192,"XPS 13","Intel Core i7 6500U 2.5GHz",8,99981,"Ultrabook","13.3","Quad HD+ 3200x1800","256GB SSD","Intel HD Graphics 520","Windows 10","1.3kg","XPS 13.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
202,"Inspiron 7567","Intel Core i7 7700HQ 2.8GHz",16,106368,"Gaming","15.6","Full HD 1920x1080","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.6kg","Inspiron 7567.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
258,"XPS 13","Intel Core i7 7Y75 1.3GHz",8,158732,"2 in 1 Convertible","13.3","Quad HD+ / Touchscreen 3200x1800","512GB SSD","Intel HD Graphics 615","Windows 10","1.24kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
260,"Alienware 17","Intel Core i7 7700HQ 2.7GHz",8,161327,"Notebook","17.3","IPS Panel Full HD 1920x1080","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
235,"Latitude 7480","Intel Core i7 7600U 2.8GHz",8,132468,"Ultrabook","14.0","Full HD 1920x1080","512GB SSD","Intel HD Graphics","Windows 10","1.36kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
291,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",32,288543,"Gaming","17.3","4K Ultra HD 3840x2160","1TB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.36kg","Alienware 17.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
248,"Latitude 7280","Intel Core i7 7600U 2.8GHz",16,146582,"Ultrabook","12.5","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.18kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
271,"XPS 13","Intel Core i7 8550U 1.8GHz",16,197046,"Ultrabook","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","1TB SSD","Intel UHD Graphics 620","Windows 10","1.21kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
263,"XPS 13","Intel Core i7 7660U 2.5GHz",16,176624,"Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","512GB SSD","Intel Iris Plus Graphics 640","Windows 10","1.29kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
264,"XPS 15","Intel Core i5 6300HQ 2.3GHz",8,177466,"Notebook","15.6","IPS Panel Touchscreen / 4K Ultra HD 3840x2160","256GB SSD","Nvidia GeForce 960M","Windows 10","2.04kg","XPS 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
234,"Inspiron 7567","Intel Core i7 7700HQ 2.8GHz",16,132389,"Gaming","15.6","4K Ultra HD 3840x2160","512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg","Inspiron 7567.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
243,"XPS 13","Intel Core i5 7Y54 1.2GHz",8,142955,"2 in 1 Convertible","13.3","Quad HD+ / Touchscreen 3200x1800","256GB SSD","Intel HD Graphics 615","Windows 10","1.24kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
238,"XPS 15","Intel Core i5 7300HQ 2.5GHz",8,137908,"Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg","XPS 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
254,"XPS 13","Intel Core i7 8550U 1.8GHz",8,153678,"Ultrabook","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","256GB SSD","Intel UHD Graphics 620","Windows 10","1.21kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
233,"Latitude 5289","Intel Core i5 7200U 2.5GHz",8,131679,"2 in 1 Convertible","12.5","Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.34kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
253,"XPS 13","Intel Core i7 7Y75 1.3GHz",16,149736,"2 in 1 Convertible","13.3","Quad HD+ / Touchscreen 3200x1800","512GB SSD","Intel HD Graphics 615","Windows 10","1.22kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
240,"Latitude 7480","Intel Core i7 7600U 2.8GHz",8,139958,"Ultrabook","14.0","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.36kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
232,"XPS 13","Intel Core i7 7Y75 1.3GHz",16,130023,"2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics 615","Windows 10","1.22kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
272,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",16,197520,"Gaming","17.3","IPS Panel Full HD 1920x1080","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.36kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
256,"Precision 3520","Intel Core i7 6820HQ 2.7GHz",16,155728,"Workstation","15.6","IPS Panel Full HD 1920x1080","256GB SSD","Nvidia Quadro M620","Windows 10","2.17kg","Precision 3520.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
267,"XPS 15","Intel Core i7 7700HQ 2.8GHz",16,189003,"Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","512GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg","XPS 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
244,"XPS 15","Intel Core i7 7700HQ 2.8GHz",8,143507,"Notebook","15.6","Full HD 1920x1080","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2kg","XPS 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
249,"XPS 13","Intel Core i7 8550U 1.8GHz",16,147370,"Ultrabook","13.3","Touchscreen / Quad HD+ 3200x1800","512GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
273,"XPS 15","Intel Core i7 7700HQ 2.8GHz",32,208085,"Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","1TB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg","XPS 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
251,"XPS 15","Intel Core i7 7700HQ 2.8GHz",16,149736,"Notebook","15.6","Full HD 1920x1080","512GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg","XPS 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
