"id","product","cpu","ram","price","typename","inches","screenresolution","memory","gpu","opsys","weight","image","recommended","selected","headset","keyboard","mouse","checkout"
245,"XPS 15","Intel Core i7 7700HQ 2.8GHz",8,144216,"Notebook","15.6","Full HD 1920x1080","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2kg","XPS 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
241,"Precision 3520","Intel Core i7 7700HQ 2.8GHz",8,140195,"Workstation","15.6","Full HD 1920x1080","1TB HDD","Nvidia Quadro M620","Windows 10","2.23kg","Precision 3520.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
252,"XPS 13","Intel Core i5 7Y54 1.2GHz",8,149736,"2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics 615","Windows 10","1.24kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
262,"Precision 5520","Intel Core i7 6820HQ 2.7GHz",8,168344,"Workstation","15.6","IPS Panel Full HD 1920x1080","256GB SSD","Nvidia Quadro M1200","Windows 10","2kg","Precision 5520.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
265,"XPS 13","Intel Core i7 7500U 2.7GHz",16,177727,"Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","1TB SSD","Intel HD Graphics 620","Windows 10","1.2kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
266,"Precision 3520","Intel Core i7 6820HQ 2.7GHz",16,184351,"Workstation","15.6","IPS Panel Full HD 1920x1080","512GB SSD","Nvidia Quadro M620","Windows 10","2.17kg","Precision 3520.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
236,"Latitude 7280","Intel Core i7 7600U 2.8GHz",8,133256,"Ultrabook","12.5","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
239,"Precision 3520","Intel Core i7 7700HQ 2.8GHz",8,139012,"Workstation","15.6","Full HD / Touchscreen 1920x1080","256GB SSD","Nvidia Quadro M620","Windows 10","2.06kg","Precision 3520.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
213,"Latitude 7480","Intel Core i5 7300U 2.6GHz",8,112518,"Notebook","14.0","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.36kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
69,"Inspiron 3576","Intel Core i5 8250U 1.6GHz",8,57402,"Notebook","15.6","Full HD 1920x1080","256GB SSD","AMD Radeon 520","Windows 10","2.13kg","Inspiron 3576.jpg",0,0,"KB216 ","UC300 with Mic","WM126 optical red",0
287,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",32,248170,"Gaming","17.3","IPS Panel 4K Ultra HD 3840x2160","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
282,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",16,226219,"Gaming","15.6","IPS Panel 4K Ultra HD 3840x2160","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
275,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",16,212816,"Gaming","17.3","IPS Panel Full HD 1920x1080","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
280,"Alienware 17","Intel Core i7 6700HQ 2.6GHz",32,220780,"Gaming","17.3","Full HD 1920x1080","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
289,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",16,248692,"Gaming","17.3","IPS Panel 4K Ultra HD 3840x2160","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.36kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
96,"Inspiron 5570","Intel Core i5 8250U 1.6GHz",8,63080,"Notebook","15.6","Full HD 1920x1080","256GB SSD","AMD Radeon 530","Windows 10","2.2kg","Inspiron 5570.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
281,"Alienware 15","Intel Core i7 7820HK 2.9GHz",16,221864,"Gaming","15.6","Full HD 1920x1080","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","3.49kg","Alienware 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
277,"Alienware 17","Intel Core i7 6820HK 2.7GHz",16,217468,"Gaming","17.3","2560x1440","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows 10","4.36kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
105,"Inspiron 5379","Intel Core i7 8550U 1.8GHz",8,66155,"2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","1TB HDD","Intel UHD Graphics 620","Windows 10","1.62kg","Inspiron.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
67,"Inspiron 5570","Intel Core i5 8250U 1.6GHz",8,56693,"Notebook","15.6","Full HD 1920x1080","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.2kg","Inspiron 5570.jpg",0,0,"KB216 ","UC300 with Mic","WM126 optical red",0
284,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",16,237556,"Gaming","17.3","IPS Panel Full HD 1920x1080","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
56,"Inspiron 5379","Intel Core i5 8250U 1.6GHz",8,51962,"2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","1TB HDD","Intel UHD Graphics 620","Windows 10","1.55kg","Inspiron.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
76,"Latitude E5470","Intel Core i3 6100U 2.3GHz",8,58349,"Notebook","14.0","1366x768","128GB SSD","Intel HD Graphics 520","Windows 10","1.79kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","WM126 optical red",0
288,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",32,248298,"Gaming","17.3","IPS Panel Full HD 1920x1080","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
84,"Inspiron 5570","Intel Core i5 8250U 1.6GHz",8,59847,"Notebook","15.6","Full HD 1920x1080","2TB HDD","AMD Radeon 530","Windows 10","2.02kg","Inspiron 5570.jpg",0,0,"KB216 ","UC300 with Mic","WM126 optical red",0
276,"Precision M5520","Intel Core i7 7700HQ 2.8GHz",8,213841,"Workstation","15.6","4K Ultra HD / Touchscreen 3840x2160","256GB SSD","Nvidia Quadro M1200","Windows 10","1.78kg","Precision M5520.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
92,"Inspiron 5568","Intel Core i3 6100U 2.3GHz",4,62763,"2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","1TB HDD","Intel HD Graphics 520","Windows 10","2.08kg","Inspiron.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
290,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",32,282976,"Gaming","17.3","IPS Panel Full HD 1920x1080","1TB SSD +  1TB HDD","Nvidia GeForce GTX 1070M","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
279,"Alienware 17","Intel Core i7 7820HK 2.9GHz",16,220701,"Gaming","17.3","IPS Panel 2560x1440","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
283,"Precision 7720","Intel Core i7 7820HQ 2.9GHz",16,227471,"Workstation","17.3","Full HD 1920x1080","256GB SSD","Nvidia Quadro M1200","Windows 10","3.42kg","Precision 7720.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
278,"Alienware 15","Intel Core i7 7700HQ 2.8GHz",16,218779,"Gaming","15.6","Full HD 1920x1080","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","3.21kg","Alienware 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
285,"Precision 7520","Intel Xeon E3-1505M V6 3GHz",16,240886,"Workstation","15.6","4K Ultra HD 3840x2160","256GB SSD +  1TB HDD","Nvidia Quadro M1200","Windows 10","2.8kg","Precision 7520.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
274,"XPS 13","Intel Core i7 7500U 2.7GHz",16,211318,"Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","512GB SSD","Intel HD Graphics 620","Windows 10","1.2kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
286,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",32,242297,"Gaming","17.3","IPS Panel Full HD 1920x1080","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
231,"XPS 13","Intel Core i7 8550U 1.8GHz",8,130023,"Ultrabook","13.3","IPS Panel Full HD 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.21kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
203,"Precision 3510","Intel Core i5 6440HQ 2.6GHz",8,107945,"Workstation","15.6","Full HD 1920x1080","500GB HDD","AMD FirePro W5130M","Windows 10","2.23kg","Precision 3510.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
68,"Vostro 5568","Intel Core i5 7200U 2.5GHz",8,57245,"Notebook","15.6","Full HD 1920x1080","1TB HDD","Intel HD Graphics 620","Linux","1.98kg","Vostro.jpg",0,0,"KB216 ","UC300 with Mic","WM126 optical red",0
224,"Inspiron 7773","Intel Core i7 8550U 1.8GHz",16,122138,"Notebook","17.3","Full HD / Touchscreen 1920x1080","512GB SSD","Nvidia GeForce 150MX","Windows 10","2.77kg","Inspiron 7773.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
250,"XPS 13","Intel Core i5 8250U 1.6GHz",8,147370,"Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","256GB SSD","Intel UHD Graphics 620","Windows 10","1.23kg","XPS 13.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
43,"Inspiron 3567","Intel Core i5 7200U 2.5GHz",4,47231,"Notebook","15.6","1366x768","500GB HDD","AMD Radeon R5 M430","Windows 10","2.25kg","Inspiron 3567.jpg",0,0,"WD4XO","UC150 with Mic","MS111 optical",0
36,"Inspiron 3567","Intel Core i5 7200U 2.5GHz",8,44550,"Notebook","15.6","Full HD 1920x1080","1TB HDD","AMD Radeon R5 M430","Windows 10","2.24kg","Inspiron 3567.jpg",5,0,"WD4XO","UC150 with Mic","MS111 optical",0
199,"Inspiron 7378","Intel Core i7 7500U 2.7GHz",12,102426,"2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg","Inspiron.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
140,"XPS 13","Intel Core i5 8250U 1.6GHz",8,77194,"Ultrabook","13.3","IPS Panel Full HD / Touchscreen 1920x1080","128GB SSD","Intel UHD Graphics 620","Windows 10","1.22kg","XPS 13.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
1,"Inspiron 3552","Intel Celeron Dual Core N3060 1.6GHz",4,21675,"Notebook","15.6","1366x768","500GB HDD","Intel HD Graphics","Linux","2.2kg","Inspiron 3552.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
102,"Inspiron 5577","Intel Core i5 7300HQ 2.5GHz",8,64578,"Gaming","15.6","Full HD 1920x1080","1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.56kg","Inspiron 5577.jpg",0,0,"KB216 ","UC150 with Mic","MS116 optical",0
146,"Inspiron 7773","Intel Core i5 8250U 1.6GHz",12,78771,"2 in 1 Convertible","17.3","Full HD / Touchscreen 1920x1080","1TB HDD","Nvidia GeForce 150MX","Windows 10","2.77kg","Inspiron 7773.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
214,"XPS 13","Intel Core i7 8550U 1.8GHz",8,114253,"Ultrabook","13.3","Full HD 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
99,"Inspiron 5370","Intel Core i5 8250U 1.6GHz",4,64526,"Ultrabook","13.3","IPS Panel Full HD 1920x1080","256GB SSD","AMD Radeon 530","Windows 10","1.4kg","Inspiron.jpg",0,0,"KB216 ","UC150 with Mic","MS116 optical",0
195,"Inspiron 5579","Intel Core i7 8550U 1.8GHz",16,101322,"2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","512GB SSD","Intel UHD Graphics 620","Windows 10","2kg","Inspiron.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
66,"Vostro 3568","Intel Core i5 7200U 2.5GHz",8,56298,"Notebook","15.6","1366x768","128GB SSD","Intel HD Graphics 620","Windows 10","2.18kg","Vostro.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
187,"Inspiron 7560","Intel Core i7 7500U 2.7GHz",8,95171,"Notebook","15.6","Full HD 1920x1080","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.0kg","Inspiron 7560.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
40,"Vostro 3568","Intel Core i3 7100U 2.4GHz",4,46253,"Notebook","15.6","1366x768","1TB HDD","Intel HD Graphics 620","Windows 10","2.18kg","Vostro.jpg",0,0,"WD4XO","UC150 with Mic","MS111 optical",0
205,"Latitude 5580","Intel Core i5 7440HQ 2.8GHz",8,108576,"Notebook","15.6","Full HD 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.9kg","Latitude.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
142,"Inspiron 5570","Intel Core i7 8550U 1.8GHz",8,77194,"Notebook","15.6","Full HD 1920x1080","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.36kg","Inspiron 5570.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
37,"Vostro 3568","Intel Core i5 7200U 2.5GHz",4,44865,"Notebook","15.6","Full HD 1920x1080","128GB SSD","AMD Radeon R5 M420","Linux","2.18kg","Vostro.jpg",0,0,"WD4XO","UC150 with Mic","MS111 optical",0
116,"Vostro 5471","Intel Core i5 8250U 1.6GHz",8,69309,"Ultrabook","14.0","Full HD 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.7kg","Vostro.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
14,"Inspiron 3567","Intel Core i3 6006U 2GHz",4,35403,"Notebook","15.6","Full HD 1920x1080","1TB HDD","AMD Radeon R5 M430","Windows 10","2.2kg","Inspiron 3567.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
23,"Inspiron 3567","Intel Core i3 6006U 2GHz",4,38242,"Notebook","15.6","Full HD 1920x1080","256GB SSD","AMD Radeon R5 M430","Linux","2.2kg","Inspiron 3567.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM126 optical red",0
123,"Inspiron 7567","Intel Core i7 7700HQ 2.8GHz",8,70886,"Gaming","15.6","Full HD 1920x1080","1.0TB Hybrid","Nvidia GeForce GTX 1050","Windows 10","2.62kg","Inspiron 7567.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
270,"Alienware 17","Intel Core i7 7700HQ 2.8GHz",16,193682,"Gaming","17.3","IPS Panel Full HD 1920x1080","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.42kg","Alienware 17.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
247,"Inspiron 7577","Intel Core i7 7700HQ 2.8GHz",16,145478,"Gaming","15.6","IPS Panel 4K Ultra HD 3840x2160","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.65kg","Inspiron 7577.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
269,"Precision M5520","Intel Core i7 7700HQ 2.8GHz",8,189870,"Workstation","15.6","Full HD 1920x1080","256GB SSD","Nvidia Quadro M1200","Windows 10","1.78kg","Precision M5520.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
257,"Precision 3520","Intel Xeon E3-1505M V6 3GHz",8,157148,"Workstation","15.6","Full HD 1920x1080","64GB Flash Storage +  1TB HDD","Nvidia Quadro M620","Windows 10","2.23kg","Precision 3520.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
237,"Latitude E7270","Intel Core i5 6300U 2.4GHz",8,135099,"Ultrabook","12.5","Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics 520","Windows 7","1.26kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
268,"XPS 15","Intel Core i7 7700HQ 2.8GHz",16,189161,"Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","1TB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg","XPS 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
191,"Inspiron 7570","Intel Core i7 8550U 1.8GHz",8,99508,"Notebook","15.6","IPS Panel Full HD 1920x1080","512GB SSD","Nvidia GeForce 940MX","Windows 10","2.16kg","Inspiron 7570.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
208,"Inspiron 5770","Intel Core i7 8550U 1.8GHz",16,110074,"Notebook","17.3","Full HD 1920x1080","256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.8kg","Inspiron 5770.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
210,"XPS 13","Intel Core i7 8550U 1.8GHz",8,110311,"Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","256GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
97,"Inspiron 3567","Intel Core i7 7500U 2.7GHz",8,63552,"Notebook","15.6","1366x768","1TB HDD","AMD Radeon R5 M430","Linux","2.3kg","Inspiron 3567.jpg",0,0,"KB216 ","UC150 with Mic","MS116 optical",0
21,"Inspiron 3168","Intel Pentium Quad Core N3710 1.6GHz",4,37769,"2 in 1 Convertible","11.6","Touchscreen 1366x768","500GB HDD","Intel HD Graphics 405","Windows 10","1.47kg","Inspiron.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM126 optical red",0
164,"Inspiron 7559","Intel Core i7 6700HQ 2.6GHz",16,86656,"Gaming","15.6","IPS Panel Touchscreen / 4K Ultra HD 3840x2160","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.72kg","Inspiron 7559.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
177,"Inspiron 7577","Intel Core i7 7700HQ 2.8GHz",8,91387,"Gaming","15.6","IPS Panel Full HD 1920x1080","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg","Inspiron 7577.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
57,"Insprion 5767","Intel Core i3 6006U 2.0GHz",4,51962,"Notebook","17.3","1600x900","1TB HDD","AMD Radeon R7 M445","Windows 10","2.36kg","Inspiron.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
246,"Latitude 7390","Intel Core i5 8250U 1.6GHz",8,145229,"Ultrabook","13.3","Full HD / Touchscreen 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.42kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
132,"Latitude 5580","Intel Core i5 7200U 2.5GHz",8,74513,"Notebook","15.6","Full HD 1920x1080","128GB SSD","Intel HD Graphics 620","Windows 10","1.9kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
159,"Latitude 5480","Intel Core i5 7440HQ 2.8GHz",8,85867,"Notebook","14.0","Full HD 1920x1080","256GB SSD","Nvidia GeForce 930MX","Linux","1.64kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
100,"Inspiron 5379","Intel Core i5 8250U 1.6GHz",8,64578,"2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","256GB SSD","Intel UHD Graphics 620","Windows 10","1.62kg","Inspiron.jpg",0,0,"KB216 ","UC150 with Mic","MS116 optical",0
218,"XPS 13","Intel Core i7 7500U 2.7GHz",8,116461,"Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg","XPS 13.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
73,"Vostro 3559","Intel Core i5 6200U 2.3GHz",4,58112,"Notebook","15.6","1366x768","500GB HDD","Intel HD Graphics 520","Windows 7","2.24kg","Vostro.jpg",0,0,"KB216 ","UC300 with Mic","WM126 optical red",0
184,"Inspiron 7567","Intel Core i7 7700HQ 2.8GHz",8,94541,"Gaming","15.6","Full HD 1920x1080","1TB HDD","Nvidia GeForce GTX 1050Ti","Windows 10","2.62kg","Inspiron 7567.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
47,"Vostro 3568","Intel Core i3 6006U 2GHz",4,48721,"Notebook","15.6","1366x768","1TB HDD","AMD Radeon R5 M420","Windows 10","2.18kg","Vostro.jpg",0,0,"WD4XO","UC150 with Mic","MS111 optical",0
49,"Inspiron 5567","Intel Core i5 7200U 2.5GHz",8,50384,"Notebook","15.6","1366x768","1TB HDD","AMD Radeon R7 M445","Windows 10","2.36kg","Inspiron 5567.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
27,"Inspiron 5578","Intel Core i3 7100U 2.4GHz",4,40134,"2 in 1 Convertible","15.0","Full HD / Touchscreen 1920x1080","500GB HDD","Intel HD Graphics 620","Windows 10","2.08kg","Inspiron.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
128,"Inspiron 5570","Intel Core i7 8550U 1.8GHz",8,72463,"Notebook","15.6","Full HD 1920x1080","256GB SSD","AMD Radeon 530","Windows 10","2.2kg","Inspiron 5570.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
173,"Inspiron 5770","Intel Core i7 8550U 1.8GHz",8,90046,"Notebook","17.3","Full HD 1920x1080","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.8kg","Inspiron 5770.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
143,"Inspiron 5570","Intel Core i7 8550U 1.8GHz",8,77667,"Notebook","15.6","Full HD 1920x1080","128GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.2kg","Inspiron 5570.jpg",0,0,"DE-KB-2234","UC300 with Mic","WM118 optical",0
259,"XPS 15","Intel Core i7 7700HQ 2.8GHz",16,159862,"Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","512GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg","XPS 15.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
101,"Inspiron 5579","Intel Core i7 8550U 1.8GHz",8,64578,"2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","1TB HDD","Intel UHD Graphics 620","Windows 10","2.08kg","Inspiron.jpg",0,0,"KB216 ","UC150 with Mic","MS116 optical",0
242,"Inspiron 7779","Intel Core i7 7500U 2.7GHz",16,141851,"2 in 1 Convertible","17.3","Full HD / Touchscreen 1920x1080","512GB SSD","Nvidia GeForce 940MX","Windows 10","2.77kg","Inspiron.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
160,"Inspiron 5578","Intel Core i5 7200U 2.7GHz",8,86261,"2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","2.3kg","Inspiron.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
120,"Inspiron 5378","Intel Core i5 7200U 2.5GHz",8,70097,"2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","256GB SSD","Intel HD Graphics 620","Windows 10","1.68kg","Inspiron.jpg",0,0,"KB216 ","UC300 with Mic","MS111 optical",0
86,"Vostro 3559","Intel Core i5 6200U 2.3GHz",4,60647,"Notebook","15.6","1366x768","500GB HDD","AMD Radeon R5 M315","Windows 7","2.24kg","Vostro.jpg",0,0,"WD4XO","UC150 with Mic","MS116 optical",0
16,"Inspiron 3567","Intel Core i3 7100U 2.4GHz",8,36192,"Notebook","15.6","1366x768","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg","Inspiron 3567.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
15,"Vostro 3568","Intel Core i3 6006U 2.0GHz",4,35931,"Notebook","15.6","1366x768","1TB HDD","AMD Radeon R5 M420X","Linux","2.18kg","Vostro.jpg",0,0,"KB216 ","UC300 with Mic","WM118 optical",0
115,"Latitude 5480","Intel Core i5 7200U 2.5GHz",4,68993,"Notebook","14.0","1366x768","500GB HDD","Intel HD Graphics 620","Windows 10","1.6kg","Latitude.jpg",0,0,"KB216 ","UC150 with Mic","MS111 optical",0
70,"Latitude 3580","Intel Core i5 6200U 2.3GHz",4,57552,"Notebook","15.6","1366x768","500GB HDD","Intel HD Graphics 520","Windows 10","1.95kg","Latitude.jpg",0,0,"KB216 ","UC300 with Mic","WM126 optical red",0
